fecha;Run Fondo;serie;"1M";"3M";"6M";"1Y";ytd
2023-07-20;9063;APV;0.82%;2.72%;1.83%;3.36%;2.11%
2023-07-21;9063;APV;1.21%;3.25%;2.22%;3.49%;2.51%
2023-07-22;9063;APV;1.21%;3.24%;2.22%;3.31%;2.52%
2023-07-23;9063;APV;1.26%;3.22%;2.10%;3.30%;2.52%
2023-07-24;9063;APV;1.56%;2.80%;2.72%;3.59%;2.83%
2023-07-25;9063;APV;1.77%;3.04%;3.06%;3.50%;3.06%
2023-07-26;9063;APV;1.64%;3.29%;2.80%;3.94%;2.93%
2023-07-27;9063;APV;1.85%;3.28%;2.60%;3.85%;2.83%
2023-07-28;9063;APV;2.05%;3.18%;2.72%;3.84%;2.96%
2023-07-29;9063;APV;2.00%;3.17%;2.71%;3.69%;2.96%
2023-07-30;9063;APV;1.89%;3.15%;2.70%;3.67%;2.97%
2023-07-31;9063;APV;2.79%;4.06%;4.08%;4.57%;3.88%
2023-01-31;9191;APV;0.82%;3.54%;0.30%;4.34%;0.85%
2023-02-01;9191;APV;0.81%;3.53%;0.29%;4.16%;0.87%
2023-02-02;9191;APV;0.91%;3.70%;0.31%;4.28%;1.00%
2023-02-03;9191;APV;1.00%;3.45%;0.29%;4.52%;0.99%
2023-02-04;9191;APV;0.86%;3.63%;0.29%;4.62%;1.00%
2023-02-05;9191;APV;0.85%;3.62%;0.37%;4.61%;1.02%
2023-02-06;9191;APV;0.66%;3.38%;0.15%;4.38%;0.82%
2023-02-07;9191;APV;0.53%;3.19%;0.03%;4.33%;0.73%
2023-02-08;9191;APV;0.55%;3.28%;0.03%;4.04%;0.77%
2023-02-09;9191;APV;0.43%;2.93%;0.09%;3.92%;0.76%
2023-02-10;9191;APV;0.33%;2.53%;0.00%;3.75%;0.73%
2023-02-11;9191;APV;0.09%;2.30%;0.11%;4.03%;0.76%
2023-02-12;9191;APV;-0.05%;2.31%;0.06%;4.02%;0.79%
2023-02-13;9191;APV;-0.19%;2.17%;-0.09%;3.87%;0.67%
2023-02-14;9191;APV;-0.31%;1.93%;-0.23%;3.76%;0.56%
2023-02-15;9191;APV;-0.33%;1.41%;-0.27%;3.77%;0.55%
2023-02-16;9191;APV;-0.33%;1.25%;-0.11%;3.71%;0.56%
2023-02-17;9191;APV;-0.33%;1.39%;0.00%;3.77%;0.55%
2023-02-18;9191;APV;-0.24%;1.42%;0.11%;3.71%;0.58%
2023-02-19;9191;APV;-0.27%;1.43%;0.21%;3.71%;0.61%
2023-02-20;9191;APV;-0.21%;1.48%;0.25%;3.74%;0.67%
2023-02-21;9191;APV;-0.31%;1.18%;0.13%;3.76%;0.59%
2023-02-22;9191;APV;-0.34%;1.11%;0.43%;3.72%;0.57%
2023-02-23;9191;APV;-0.33%;1.24%;0.68%;3.58%;0.67%
2023-02-24;9191;APV;-0.04%;1.36%;0.87%;3.74%;0.95%
2023-02-25;9191;APV;-0.01%;1.41%;1.03%;3.67%;0.98%
2023-02-26;9191;APV;-0.03%;1.42%;1.21%;3.67%;1.01%
2023-02-27;9191;APV;0.13%;1.59%;1.37%;3.83%;1.20%
2023-02-28;9191;APV;0.18%;1.72%;1.40%;3.80%;1.27%
2023-03-01;9191;APV;0.15%;1.18%;1.69%;3.38%;1.02%
2023-03-02;9191;APV;-0.05%;0.97%;1.32%;3.20%;0.96%
2023-03-03;9191;APV;-0.15%;0.83%;1.17%;3.09%;0.84%
2023-03-04;9191;APV;-0.13%;0.84%;1.17%;2.96%;0.87%
2023-03-05;9191;APV;-0.12%;0.83%;0.93%;2.95%;0.90%
2023-03-06;9191;APV;0.09%;0.94%;1.09%;2.93%;0.91%
2023-03-07;9191;APV;0.23%;1.05%;1.46%;2.77%;0.96%
2023-03-08;9191;APV;0.06%;0.91%;1.39%;2.77%;0.84%
2023-03-09;9191;APV;-0.06%;1.06%;1.24%;2.58%;0.69%
2023-03-10;9191;APV;0.01%;1.08%;1.26%;2.43%;0.74%
2023-03-11;9191;APV;-0.01%;1.06%;1.24%;2.55%;0.75%
2023-03-12;9191;APV;-0.03%;1.11%;1.22%;2.54%;0.76%
2023-03-13;9191;APV;0.48%;1.38%;1.59%;2.93%;1.15%
2023-03-14;9191;APV;0.50%;1.13%;1.52%;3.02%;1.07%
2023-03-15;9191;APV;0.55%;1.23%;1.64%;3.36%;1.11%
2023-03-16;9191;APV;0.50%;1.20%;1.56%;3.33%;1.06%
2023-03-17;9191;APV;0.56%;1.22%;1.58%;3.32%;1.12%
2023-03-18;9191;APV;0.54%;1.20%;1.56%;3.27%;1.12%
2023-03-19;9191;APV;0.52%;1.34%;1.53%;3.27%;1.13%
2023-03-20;9191;APV;0.51%;1.39%;1.71%;3.31%;1.19%
2023-03-21;9191;APV;0.68%;1.63%;1.90%;3.34%;1.28%
2023-03-22;9191;APV;0.60%;1.54%;2.13%;3.27%;1.17%
2023-03-23;9191;APV;0.74%;1.75%;2.56%;3.49%;1.41%
2023-03-24;9191;APV;0.64%;1.90%;2.71%;3.74%;1.60%
2023-03-25;9191;APV;0.62%;1.88%;2.68%;3.78%;1.60%
2023-03-26;9191;APV;0.60%;1.90%;3.16%;3.77%;1.61%
2023-03-27;9191;APV;0.27%;1.70%;3.49%;3.62%;1.48%
2023-03-28;9191;APV;0.37%;1.86%;3.93%;3.99%;1.64%
2023-03-29;9191;APV;0.47%;1.85%;4.39%;3.97%;1.75%
2023-03-30;9191;APV;0.74%;2.02%;4.75%;4.00%;2.02%
2023-03-31;9191;APV;0.82%;2.07%;4.83%;3.79%;2.10%
2023-04-01;9191;APV;1.07%;2.05%;4.80%;3.68%;2.11%
2023-04-02;9191;APV;1.15%;2.03%;4.77%;3.67%;2.11%
2023-04-03;9191;APV;1.45%;2.31%;5.18%;3.85%;2.30%
2023-04-04;9191;APV;1.32%;2.06%;5.46%;3.63%;2.20%
2023-04-05;9191;APV;1.24%;1.97%;5.50%;3.50%;2.14%
2023-04-06;9191;APV;1.54%;2.30%;6.07%;3.76%;2.47%
2023-04-07;9191;APV;1.50%;2.28%;6.07%;3.65%;2.47%
2023-04-08;9191;APV;1.63%;2.25%;6.04%;3.26%;2.48%
2023-04-09;9191;APV;1.78%;2.15%;6.01%;3.25%;2.48%
2023-04-10;9191;APV;1.62%;1.97%;5.87%;3.10%;2.37%
2023-04-11;9191;APV;1.54%;1.63%;5.86%;2.94%;2.31%
2023-04-12;9191;APV;1.48%;1.41%;5.83%;2.99%;2.25%
2023-04-13;9191;APV;1.00%;1.29%;5.63%;2.63%;2.16%
2023-04-14;9191;APV;1.17%;1.36%;5.70%;2.44%;2.25%
2023-04-15;9191;APV;1.16%;1.39%;5.71%;2.43%;2.28%
2023-04-16;9191;APV;1.24%;1.41%;5.72%;2.42%;2.32%
2023-04-17;9191;APV;1.04%;1.28%;5.31%;2.22%;2.17%
2023-04-18;9191;APV;1.00%;1.31%;5.16%;2.22%;2.13%
2023-04-19;9191;APV;0.81%;1.06%;5.02%;1.89%;1.95%
2023-04-20;9191;APV;0.68%;0.98%;5.17%;1.89%;1.88%
2023-04-21;9191;APV;0.49%;0.87%;4.81%;1.94%;1.78%
2023-04-22;9191;APV;0.63%;0.89%;4.82%;1.96%;1.81%
2023-04-23;9191;APV;0.43%;0.84%;4.83%;1.96%;1.85%
2023-04-24;9191;APV;0.09%;0.69%;4.58%;1.76%;1.69%
2023-04-25;9191;APV;0.12%;0.73%;4.75%;1.61%;1.73%
2023-04-26;9191;APV;0.10%;0.67%;4.68%;1.82%;1.71%
2023-04-27;9191;APV;0.34%;0.75%;4.72%;1.88%;1.82%
2023-04-28;9191;APV;0.23%;0.78%;4.67%;1.82%;1.87%
2023-04-29;9191;APV;0.16%;0.80%;4.68%;2.07%;1.91%
2023-04-30;9191;APV;-0.08%;0.88%;4.69%;2.06%;1.94%
2023-05-01;9191;APV;-0.12%;1.10%;4.67%;2.06%;1.98%
2023-05-02;9191;APV;-0.20%;0.89%;4.63%;2.07%;1.91%
2023-05-03;9191;APV;-0.28%;1.01%;4.49%;2.16%;2.01%
2023-05-04;9191;APV;-0.17%;1.01%;4.67%;2.07%;2.02%
2023-05-05;9191;APV;-0.17%;0.94%;4.59%;2.15%;1.97%
2023-05-06;9191;APV;-0.45%;1.18%;4.60%;2.49%;2.00%
2023-05-07;9191;APV;-0.42%;1.30%;4.54%;2.48%;2.04%
2023-05-08;9191;APV;-0.44%;1.24%;4.57%;2.43%;2.03%
2023-05-09;9191;APV;-0.47%;1.24%;4.21%;2.81%;2.00%
2023-05-10;9191;APV;-0.31%;1.31%;3.88%;2.85%;2.05%
2023-05-11;9191;APV;-0.29%;1.24%;3.57%;2.74%;2.01%
2023-05-12;9191;APV;-0.26%;1.19%;3.53%;2.60%;1.99%
2023-05-13;9191;APV;-0.15%;1.33%;3.53%;2.57%;2.01%
2023-05-14;9191;APV;-0.22%;1.45%;3.41%;2.56%;2.02%
2023-05-15;9191;APV;-0.41%;1.30%;2.73%;2.36%;1.86%
2023-05-16;9191;APV;-0.49%;1.25%;2.51%;2.18%;1.82%
2023-05-17;9191;APV;-0.31%;1.30%;2.70%;2.05%;1.86%
2023-05-18;9191;APV;-0.32%;1.22%;2.66%;2.08%;1.81%
2023-05-19;9191;APV;-0.22%;1.11%;2.55%;1.93%;1.72%
2023-05-20;9191;APV;-0.13%;1.06%;2.55%;1.91%;1.74%
2023-05-21;9191;APV;-0.02%;1.16%;2.35%;1.89%;1.76%
2023-05-22;9191;APV;-0.16%;1.07%;2.19%;1.75%;1.65%
2023-05-23;9191;APV;-0.34%;0.83%;2.08%;1.41%;1.50%
2023-05-24;9191;APV;-0.14%;0.59%;1.95%;1.31%;1.55%
2023-05-25;9191;APV;-0.29%;0.45%;1.87%;1.16%;1.43%
2023-05-26;9191;APV;-0.42%;0.27%;1.70%;0.99%;1.29%
2023-05-27;9191;APV;-0.51%;0.10%;1.70%;0.77%;1.30%
2023-05-28;9191;APV;-0.54%;0.05%;1.77%;0.76%;1.32%
2023-05-29;9191;APV;-0.38%;0.25%;1.96%;0.92%;1.52%
2023-05-30;9191;APV;-0.46%;0.20%;1.92%;0.92%;1.48%
2023-05-31;9191;APV;-0.32%;0.34%;2.06%;1.02%;1.61%
2023-06-01;9191;APV;-0.27%;0.67%;1.87%;1.05%;1.70%
2023-06-02;9191;APV;-0.05%;0.89%;1.87%;1.15%;1.86%
2023-06-03;9191;APV;-0.14%;1.02%;1.87%;1.18%;1.87%
2023-06-04;9191;APV;-0.13%;1.01%;1.86%;1.17%;1.89%
2023-06-05;9191;APV;0.08%;1.14%;1.98%;1.29%;2.05%
2023-06-06;9191;APV;0.10%;1.18%;2.14%;1.34%;2.10%
2023-06-07;9191;APV;0.09%;1.16%;2.22%;1.35%;2.13%
2023-06-08;9191;APV;-0.02%;1.16%;2.08%;1.42%;2.01%
2023-06-09;9191;APV;0.07%;1.37%;2.45%;1.62%;2.08%
2023-06-10;9191;APV;0.04%;1.33%;2.43%;1.66%;2.09%
2023-06-11;9191;APV;0.09%;1.34%;2.41%;1.65%;2.10%
2023-06-12;9191;APV;0.12%;1.35%;2.47%;1.63%;2.11%
2023-06-13;9191;APV;0.20%;1.05%;2.45%;2.06%;2.21%
2023-06-14;9191;APV;0.27%;1.22%;2.36%;2.35%;2.30%
2023-06-15;9191;APV;0.63%;1.38%;2.62%;2.37%;2.50%
2023-06-16;9191;APV;0.85%;1.61%;2.82%;2.50%;2.69%
2023-06-17;9191;APV;0.83%;1.57%;2.81%;2.45%;2.70%
2023-06-18;9191;APV;0.89%;1.57%;2.79%;2.44%;2.71%
2023-06-19;9191;APV;1.10%;1.69%;3.05%;2.53%;2.84%
2023-06-20;9191;APV;1.27%;1.82%;3.23%;2.62%;3.03%
2023-06-21;9191;APV;1.26%;1.74%;3.40%;2.61%;3.04%
2023-06-22;9191;APV;1.36%;1.84%;3.41%;2.43%;3.03%
2023-06-23;9191;APV;1.44%;1.52%;3.30%;2.38%;2.96%
2023-06-24;9191;APV;1.40%;1.35%;3.28%;2.41%;2.97%
2023-06-25;9191;APV;1.53%;1.36%;3.26%;2.39%;2.98%
2023-06-26;9191;APV;1.69%;1.37%;3.29%;2.37%;3.00%
2023-06-27;9191;APV;1.76%;1.58%;3.32%;2.43%;3.08%
2023-06-28;9191;APV;1.68%;1.35%;3.24%;2.50%;3.02%
2023-06-29;9191;APV;1.51%;1.28%;3.16%;2.50%;3.05%
2023-06-30;9191;APV;1.59%;1.05%;3.09%;2.43%;3.09%
2023-07-01;9191;APV;1.38%;0.97%;3.04%;2.32%;3.10%
2023-07-02;9191;APV;1.24%;0.98%;3.03%;2.31%;3.11%
2023-07-03;9191;APV;1.38%;0.95%;3.28%;2.44%;3.28%
2023-07-04;9191;APV;1.37%;1.07%;3.15%;2.48%;3.29%
2023-07-05;9191;APV;1.12%;1.02%;3.01%;2.08%;3.19%
2023-07-06;9191;APV;0.95%;0.60%;2.91%;1.84%;3.08%
2023-07-07;9191;APV;0.76%;0.42%;2.71%;1.62%;2.90%
2023-07-08;9191;APV;0.89%;0.43%;2.69%;1.67%;2.92%
2023-07-09;9191;APV;0.84%;0.44%;2.60%;1.66%;2.93%
2023-07-10;9191;APV;0.78%;0.50%;2.48%;1.59%;2.88%
2023-07-11;9191;APV;0.71%;0.51%;2.15%;1.31%;2.83%
2023-07-12;9191;APV;0.67%;0.53%;1.95%;1.21%;2.79%
2023-07-13;9191;APV;0.84%;0.90%;2.20%;1.41%;3.07%
2023-07-14;9191;APV;0.83%;0.88%;2.26%;1.26%;3.15%
2023-07-15;9191;APV;0.64%;0.85%;2.25%;2.04%;3.16%
2023-07-16;9191;APV;0.46%;0.82%;2.25%;2.02%;3.16%
2023-07-17;9191;APV;0.70%;1.22%;2.51%;2.25%;3.42%
2023-07-18;9191;APV;0.75%;1.32%;2.65%;2.83%;3.49%
2023-07-19;9191;APV;0.68%;1.56%;2.64%;2.98%;3.54%
2023-07-20;9191;APV;0.46%;1.59%;2.59%;3.05%;3.50%
2023-07-21;9191;APV;0.39%;1.64%;2.52%;2.80%;3.44%
2023-07-22;9191;APV;0.40%;1.61%;2.51%;2.60%;3.45%
2023-07-23;9191;APV;0.48%;1.58%;2.44%;2.58%;3.46%
2023-07-24;9191;APV;0.42%;1.68%;2.39%;2.51%;3.41%
2023-07-25;9191;APV;0.50%;1.74%;2.48%;2.33%;3.50%
2023-07-26;9191;APV;0.45%;1.72%;2.39%;2.82%;3.46%
2023-07-27;9191;APV;0.42%;1.66%;2.42%;3.00%;3.52%
2023-07-28;9191;APV;0.63%;1.76%;2.56%;3.18%;3.67%
2023-07-29;9191;APV;0.60%;1.73%;2.55%;3.16%;3.67%
2023-07-30;9191;APV;0.57%;1.70%;2.60%;3.14%;3.68%
2023-07-31;9191;APV;0.92%;2.06%;3.16%;3.48%;4.04%
2023-01-31;9192;APV;0.37%;2.39%;-0.16%;3.80%;0.39%
2023-02-01;9192;APV;0.17%;2.19%;-0.18%;3.37%;0.22%
2023-02-02;9192;APV;0.18%;2.15%;-0.17%;3.06%;0.24%
2023-02-03;9192;APV;0.35%;1.78%;-0.25%;3.09%;0.22%
2023-02-04;9192;APV;0.16%;2.02%;-0.21%;2.92%;0.23%
2023-02-05;9192;APV;0.24%;2.01%;-0.33%;2.91%;0.24%
2023-02-06;9192;APV;0.10%;1.95%;-0.39%;2.85%;0.20%
2023-02-07;9192;APV;-0.13%;1.66%;-0.61%;2.63%;-0.01%
2023-02-08;9192;APV;-0.21%;1.66%;-0.67%;2.29%;-0.07%
2023-02-09;9192;APV;-0.26%;1.52%;-0.50%;2.25%;-0.06%
2023-02-10;9192;APV;-0.44%;1.06%;-0.60%;2.69%;-0.12%
2023-02-11;9192;APV;-0.67%;0.74%;-0.44%;2.86%;-0.10%
2023-02-12;9192;APV;-0.86%;0.75%;-0.52%;2.85%;-0.08%
2023-02-13;9192;APV;-1.20%;0.51%;-0.78%;2.59%;-0.31%
2023-02-14;9192;APV;-1.33%;0.19%;-0.93%;2.39%;-0.43%
2023-02-15;9192;APV;-1.35%;-0.38%;-0.97%;2.67%;-0.44%
2023-02-16;9192;APV;-1.21%;-0.56%;-0.91%;2.74%;-0.40%
2023-02-17;9192;APV;-1.23%;-0.64%;-0.96%;2.80%;-0.47%
2023-02-18;9192;APV;-1.03%;-0.71%;-1.14%;3.04%;-0.45%
2023-02-19;9192;APV;-1.28%;-0.70%;-1.30%;3.03%;-0.43%
2023-02-20;9192;APV;-1.00%;-0.61%;-1.23%;3.12%;-0.33%
2023-02-21;9192;APV;-1.16%;-1.28%;-1.40%;2.90%;-0.48%
2023-02-22;9192;APV;-1.18%;-1.31%;-0.85%;3.13%;-0.49%
2023-02-23;9192;APV;-1.10%;-0.93%;-0.29%;3.71%;-0.30%
2023-02-24;9192;APV;-0.56%;-0.50%;0.05%;3.27%;0.08%
2023-02-25;9192;APV;-0.52%;-0.51%;0.11%;3.35%;0.10%
2023-02-26;9192;APV;-0.62%;-0.50%;0.22%;3.34%;0.12%
2023-02-27;9192;APV;-0.27%;-0.14%;0.58%;3.71%;0.50%
2023-02-28;9192;APV;-0.37%;-0.01%;0.46%;3.69%;0.42%
2023-03-01;9192;APV;-0.32%;-0.77%;0.32%;2.83%;-0.10%
2023-03-02;9192;APV;-0.41%;-0.98%;0.06%;2.54%;-0.17%
2023-03-03;9192;APV;-0.41%;-1.02%;0.01%;2.80%;-0.20%
2023-03-04;9192;APV;-0.40%;-1.02%;0.00%;2.54%;-0.18%
2023-03-05;9192;APV;-0.39%;-0.99%;-0.11%;2.53%;-0.16%
2023-03-06;9192;APV;-0.36%;-0.76%;-0.09%;2.50%;-0.17%
2023-03-07;9192;APV;-0.25%;-0.57%;0.15%;2.46%;-0.27%
2023-03-08;9192;APV;-0.26%;-0.65%;0.26%;2.59%;-0.33%
2023-03-09;9192;APV;-0.37%;-0.32%;-0.05%;2.62%;-0.43%
2023-03-10;9192;APV;-0.42%;-0.45%;-0.18%;2.15%;-0.53%
2023-03-11;9192;APV;-0.43%;-0.47%;-0.20%;2.32%;-0.53%
2023-03-12;9192;APV;-0.45%;-0.40%;-0.58%;2.31%;-0.53%
2023-03-13;9192;APV;0.36%;0.02%;-0.11%;2.90%;0.05%
2023-03-14;9192;APV;0.18%;-0.46%;-0.51%;2.78%;-0.26%
2023-03-15;9192;APV;0.73%;0.19%;0.11%;3.54%;0.28%
2023-03-16;9192;APV;0.90%;0.38%;0.30%;4.21%;0.50%
2023-03-17;9192;APV;1.23%;0.61%;0.53%;4.45%;0.75%
2023-03-18;9192;APV;1.21%;0.59%;0.51%;4.17%;0.75%
2023-03-19;9192;APV;1.19%;0.72%;0.49%;4.17%;0.75%
2023-03-20;9192;APV;0.96%;0.47%;0.54%;4.03%;0.63%
2023-03-21;9192;APV;1.05%;0.47%;0.36%;3.77%;0.57%
2023-03-22;9192;APV;1.01%;0.65%;0.72%;3.81%;0.51%
2023-03-23;9192;APV;0.86%;0.57%;0.62%;3.80%;0.56%
2023-03-24;9192;APV;0.83%;0.90%;0.95%;4.27%;0.91%
2023-03-25;9192;APV;0.81%;0.88%;0.93%;4.40%;0.92%
2023-03-26;9192;APV;0.80%;0.90%;1.20%;4.39%;0.92%
2023-03-27;9192;APV;0.15%;0.59%;1.59%;4.11%;0.66%
2023-03-28;9192;APV;0.30%;0.95%;2.10%;4.61%;0.72%
2023-03-29;9192;APV;0.33%;0.79%;2.53%;4.44%;0.75%
2023-03-30;9192;APV;0.56%;0.98%;2.91%;4.02%;0.98%
2023-03-31;9192;APV;0.77%;1.18%;3.13%;3.96%;1.20%
2023-04-01;9192;APV;1.30%;1.16%;3.11%;3.94%;1.20%
2023-04-02;9192;APV;1.37%;1.14%;3.08%;3.93%;1.20%
2023-04-03;9192;APV;1.73%;1.67%;3.47%;4.26%;1.53%
2023-04-04;9192;APV;1.85%;1.60%;3.95%;4.31%;1.67%
2023-04-05;9192;APV;1.82%;1.67%;3.86%;4.22%;1.66%
2023-04-06;9192;APV;2.11%;1.84%;4.36%;4.44%;1.94%
2023-04-07;9192;APV;2.22%;1.82%;4.48%;4.20%;1.94%
2023-04-08;9192;APV;2.29%;1.80%;4.46%;3.90%;1.94%
2023-04-09;9192;APV;2.38%;1.74%;4.43%;3.89%;1.95%
2023-04-10;9192;APV;2.46%;1.59%;4.38%;3.82%;1.92%
2023-04-11;9192;APV;2.35%;1.22%;4.68%;3.78%;1.81%
2023-04-12;9192;APV;2.29%;0.96%;4.69%;4.18%;1.75%
2023-04-13;9192;APV;1.63%;0.77%;4.30%;3.86%;1.68%
2023-04-14;9192;APV;1.99%;0.81%;4.31%;3.44%;1.73%
2023-04-15;9192;APV;1.47%;0.83%;4.32%;3.44%;1.76%
2023-04-16;9192;APV;1.28%;0.96%;4.32%;3.43%;1.78%
2023-04-17;9192;APV;0.93%;0.91%;3.70%;3.30%;1.69%
2023-04-18;9192;APV;0.77%;0.93%;3.31%;3.15%;1.52%
2023-04-19;9192;APV;0.49%;0.38%;3.07%;2.84%;1.25%
2023-04-20;9192;APV;0.46%;0.41%;3.31%;2.72%;1.10%
2023-04-21;9192;APV;0.45%;0.33%;2.78%;2.82%;1.02%
2023-04-22;9192;APV;0.54%;0.35%;2.79%;2.69%;1.05%
2023-04-23;9192;APV;0.52%;0.26%;2.79%;2.68%;1.08%
2023-04-24;9192;APV;0.30%;0.56%;2.69%;2.79%;1.21%
2023-04-25;9192;APV;0.35%;0.64%;3.04%;2.74%;1.26%
2023-04-26;9192;APV;0.17%;0.34%;3.18%;3.01%;1.09%
2023-04-27;9192;APV;0.55%;0.43%;3.28%;3.10%;1.21%
2023-04-28;9192;APV;0.62%;0.56%;3.43%;2.85%;1.35%
2023-04-29;9192;APV;0.63%;0.57%;3.44%;3.16%;1.38%
2023-04-30;9192;APV;0.42%;0.71%;3.44%;3.15%;1.40%
2023-05-01;9192;APV;0.23%;1.21%;3.43%;3.15%;1.43%
2023-05-02;9192;APV;0.31%;1.26%;3.44%;3.17%;1.51%
2023-05-03;9192;APV;-0.01%;1.31%;3.11%;3.21%;1.53%
2023-05-04;9192;APV;-0.19%;1.25%;3.29%;2.97%;1.48%
2023-05-05;9192;APV;-0.26%;1.16%;3.19%;2.94%;1.40%
2023-05-06;9192;APV;-0.51%;1.22%;3.19%;3.62%;1.42%
2023-05-07;9192;APV;-0.48%;1.46%;3.14%;3.61%;1.45%
2023-05-08;9192;APV;-0.45%;1.55%;3.24%;3.61%;1.48%
2023-05-09;9192;APV;-0.51%;1.49%;3.04%;3.93%;1.43%
2023-05-10;9192;APV;-0.54%;1.48%;2.56%;3.97%;1.36%
2023-05-11;9192;APV;-0.33%;1.57%;2.32%;4.29%;1.47%
2023-05-12;9192;APV;-0.48%;1.33%;2.10%;3.82%;1.26%
2023-05-13;9192;APV;-0.41%;1.58%;2.09%;3.81%;1.27%
2023-05-14;9192;APV;-0.44%;1.72%;1.92%;3.79%;1.28%
2023-05-15;9192;APV;-0.63%;1.57%;1.18%;3.60%;1.11%
2023-05-16;9192;APV;-0.56%;1.62%;1.05%;3.52%;1.21%
2023-05-17;9192;APV;-0.45%;1.71%;1.06%;3.37%;1.23%
2023-05-18;9192;APV;-0.37%;1.61%;0.88%;3.38%;1.15%
2023-05-19;9192;APV;-0.16%;1.52%;0.81%;3.45%;1.08%
2023-05-20;9192;APV;0.00%;1.42%;0.80%;3.32%;1.09%
2023-05-21;9192;APV;0.08%;1.59%;0.29%;3.31%;1.11%
2023-05-22;9192;APV;0.00%;1.55%;0.21%;3.22%;1.05%
2023-05-23;9192;APV;-0.25%;1.12%;0.18%;2.66%;0.82%
2023-05-24;9192;APV;-0.32%;0.80%;0.30%;2.46%;0.89%
2023-05-25;9192;APV;-0.60%;0.55%;0.04%;2.20%;0.66%
2023-05-26;9192;APV;-0.53%;0.42%;-0.08%;2.14%;0.55%
2023-05-27;9192;APV;-0.64%;0.05%;-0.08%;1.91%;0.56%
2023-05-28;9192;APV;-0.77%;0.15%;0.14%;1.89%;0.57%
2023-05-29;9192;APV;-0.65%;0.30%;0.39%;2.02%;0.72%
2023-05-30;9192;APV;-0.71%;0.27%;0.29%;1.70%;0.69%
2023-05-31;9192;APV;-0.62%;0.35%;0.37%;1.85%;0.77%
2023-06-01;9192;APV;-0.57%;0.95%;0.17%;1.90%;0.85%
2023-06-02;9192;APV;-0.45%;1.23%;0.23%;2.33%;1.05%
2023-06-03;9192;APV;-0.45%;1.27%;0.23%;2.42%;1.07%
2023-06-04;9192;APV;-0.39%;1.26%;0.23%;2.40%;1.08%
2023-06-05;9192;APV;-0.10%;1.46%;0.45%;2.60%;1.29%
2023-06-06;9192;APV;-0.01%;1.58%;0.81%;2.64%;1.41%
2023-06-07;9192;APV;-0.12%;1.60%;1.02%;2.31%;1.33%
2023-06-08;9192;APV;-0.29%;1.52%;0.87%;2.57%;1.19%
2023-06-09;9192;APV;-0.19%;1.67%;1.35%;2.78%;1.24%
2023-06-10;9192;APV;-0.11%;1.79%;1.33%;2.85%;1.25%
2023-06-11;9192;APV;-0.21%;1.80%;1.32%;2.84%;1.26%
2023-06-12;9192;APV;0.36%;2.16%;1.76%;3.19%;1.63%
2023-06-13;9192;APV;0.45%;1.68%;1.69%;3.48%;1.73%
2023-06-14;9192;APV;0.44%;1.99%;1.52%;3.82%;1.73%
2023-06-15;9192;APV;0.85%;1.69%;1.89%;3.86%;1.98%
2023-06-16;9192;APV;0.91%;1.62%;2.00%;3.90%;2.13%
2023-06-17;9192;APV;0.90%;1.37%;1.99%;3.74%;2.13%
2023-06-18;9192;APV;0.98%;1.38%;1.98%;3.73%;2.14%
2023-06-19;9192;APV;1.12%;1.45%;2.18%;3.78%;2.22%
2023-06-20;9192;APV;1.35%;1.81%;2.29%;3.80%;2.46%
2023-06-21;9192;APV;1.34%;1.89%;2.37%;3.78%;2.47%
2023-06-22;9192;APV;1.33%;1.87%;2.53%;3.26%;2.39%
2023-06-23;9192;APV;1.45%;1.72%;2.29%;2.93%;2.28%
2023-06-24;9192;APV;1.39%;1.37%;2.28%;2.48%;2.29%
2023-06-25;9192;APV;1.63%;1.37%;2.26%;2.46%;2.30%
2023-06-26;9192;APV;1.75%;1.38%;2.29%;2.45%;2.31%
2023-06-27;9192;APV;1.74%;1.64%;2.24%;2.42%;2.31%
2023-06-28;9192;APV;1.64%;1.48%;2.44%;2.57%;2.22%
2023-06-29;9192;APV;1.49%;1.46%;2.26%;2.26%;2.22%
2023-06-30;9192;APV;1.69%;1.39%;2.39%;2.18%;2.39%
2023-07-01;9192;APV;1.54%;1.18%;2.35%;1.96%;2.40%
2023-07-02;9192;APV;1.34%;1.19%;2.34%;1.95%;2.40%
2023-07-03;9192;APV;1.50%;1.03%;2.72%;2.10%;2.58%
2023-07-04;9192;APV;1.47%;0.89%;2.50%;2.30%;2.57%
2023-07-05;9192;APV;1.14%;0.77%;2.45%;1.50%;2.45%
2023-07-06;9192;APV;0.88%;0.35%;2.20%;0.78%;2.30%
2023-07-07;9192;APV;0.81%;0.20%;2.03%;0.85%;2.15%
2023-07-08;9192;APV;0.96%;0.21%;2.02%;0.72%;2.16%
2023-07-09;9192;APV;0.92%;0.22%;1.96%;0.70%;2.17%
2023-07-10;9192;APV;1.03%;0.37%;1.96%;0.80%;2.29%
2023-07-11;9192;APV;1.08%;0.53%;1.76%;0.33%;2.35%
2023-07-12;9192;APV;0.74%;0.62%;1.58%;0.13%;2.38%
2023-07-13;9192;APV;0.97%;1.02%;1.80%;0.56%;2.72%
2023-07-14;9192;APV;1.19%;1.18%;2.00%;0.16%;2.93%
2023-07-15;9192;APV;0.94%;1.16%;2.00%;1.41%;2.93%
2023-07-16;9192;APV;0.79%;1.14%;2.10%;1.40%;2.94%
