fecha;Run Fondo;serie;"1M";"3M";"6M";"1Y";ytd
2023-07-23;8846;APV;-0.32%;1.07%;1.42%;5.26%;2.22%
2023-07-24;8846;APV;-0.34%;1.08%;1.44%;5.22%;2.21%
2023-07-25;8846;APV;-0.27%;0.89%;1.57%;5.23%;2.29%
2023-07-26;8846;APV;-0.29%;0.94%;1.54%;5.27%;2.29%
2023-07-27;8846;APV;-0.32%;1.03%;1.52%;5.36%;2.24%
2023-07-28;8846;APV;-0.14%;1.04%;1.66%;5.32%;2.41%
2023-07-29;8846;APV;-0.07%;1.02%;1.65%;5.33%;2.41%
2023-07-30;8846;APV;-0.06%;0.99%;1.88%;5.30%;2.42%
2023-07-31;8846;APV;0.43%;1.49%;2.66%;5.79%;2.92%
2023-01-31;8900;APV;-1.09%;7.06%;5.00%;12.73%;-1.06%
2023-02-01;8900;APV;-1.28%;6.85%;4.53%;11.74%;-1.23%
2023-02-02;8900;APV;-1.13%;7.00%;4.80%;11.39%;-1.06%
2023-02-03;8900;APV;-1.08%;6.84%;4.95%;10.97%;-1.19%
2023-02-04;8900;APV;-1.04%;6.45%;4.63%;10.87%;-1.17%
2023-02-05;8900;APV;-0.58%;6.43%;4.64%;10.86%;-1.16%
2023-02-06;8900;APV;-1.24%;5.91%;4.12%;10.32%;-1.63%
2023-02-07;8900;APV;-1.38%;5.08%;3.97%;10.16%;-1.75%
2023-02-08;8900;APV;-1.65%;3.47%;3.52%;9.96%;-1.99%
2023-02-09;8900;APV;-1.73%;2.55%;3.72%;9.77%;-2.02%
2023-02-10;8900;APV;-2.14%;0.92%;2.92%;9.94%;-2.26%
2023-02-11;8900;APV;-2.50%;0.36%;3.01%;10.19%;-2.24%
2023-02-12;8900;APV;-2.67%;0.36%;3.16%;10.19%;-2.22%
2023-02-13;8900;APV;-2.63%;0.12%;2.89%;9.90%;-2.44%
2023-02-14;8900;APV;-2.86%;-0.65%;2.63%;9.73%;-2.66%
2023-02-15;8900;APV;-3.01%;-2.29%;2.44%;9.75%;-2.80%
2023-02-16;8900;APV;-2.65%;-2.52%;2.64%;9.79%;-2.80%
2023-02-17;8900;APV;-2.75%;-1.93%;2.84%;9.54%;-3.07%
2023-02-18;8900;APV;-2.70%;-1.79%;3.39%;9.84%;-3.04%
2023-02-19;8900;APV;-2.63%;-1.78%;3.99%;9.84%;-3.02%
2023-02-20;8900;APV;-2.07%;-1.49%;4.28%;10.15%;-2.72%
2023-02-21;8900;APV;-2.49%;-2.36%;3.81%;9.71%;-3.12%
2023-02-22;8900;APV;-2.38%;-2.61%;4.82%;9.99%;-3.01%
2023-02-23;8900;APV;-2.44%;-2.05%;5.28%;10.55%;-2.74%
2023-02-24;8900;APV;-2.10%;-1.85%;5.07%;10.06%;-2.44%
2023-02-25;8900;APV;-2.06%;-1.79%;4.64%;10.03%;-2.42%
2023-02-26;8900;APV;-2.19%;-1.78%;4.46%;10.03%;-2.39%
2023-02-27;8900;APV;-1.95%;-1.54%;4.70%;10.29%;-2.14%
2023-02-28;8900;APV;-1.86%;-1.28%;4.77%;10.20%;-2.04%
2023-03-01;8900;APV;-1.27%;-2.34%;4.15%;9.11%;-2.48%
2023-03-02;8900;APV;-1.71%;-3.27%;2.92%;8.69%;-2.75%
2023-03-03;8900;APV;-1.33%;-3.04%;3.14%;9.34%;-2.50%
2023-03-04;8900;APV;-1.32%;-3.03%;3.13%;9.21%;-2.48%
2023-03-05;8900;APV;-1.31%;-3.12%;2.47%;9.21%;-2.45%
2023-03-06;8900;APV;-0.95%;-2.80%;2.70%;9.05%;-2.56%
2023-03-07;8900;APV;-0.93%;-2.46%;3.13%;9.03%;-2.66%
2023-03-08;8900;APV;-0.46%;-2.25%;3.55%;9.30%;-2.44%
2023-03-09;8900;APV;-0.65%;-2.49%;3.16%;8.24%;-2.65%
2023-03-10;8900;APV;-0.02%;-2.15%;3.51%;7.99%;-2.29%
2023-03-11;8900;APV;-0.05%;-2.17%;3.49%;8.41%;-2.28%
2023-03-12;8900;APV;-0.07%;-1.95%;3.67%;8.41%;-2.28%
2023-03-13;8900;APV;1.82%;-0.56%;5.67%;10.19%;-0.67%
2023-03-14;8900;APV;1.73%;-0.85%;4.90%;10.40%;-0.97%
2023-03-15;8900;APV;2.38%;-0.32%;5.41%;11.54%;-0.49%
2023-03-16;8900;APV;2.49%;-0.08%;5.49%;11.62%;-0.38%
2023-03-17;8900;APV;3.04%;0.16%;5.74%;11.93%;-0.12%
2023-03-18;8900;APV;3.02%;0.14%;5.71%;11.87%;-0.11%
2023-03-19;8900;APV;3.00%;0.32%;5.68%;11.87%;-0.11%
2023-03-20;8900;APV;2.85%;0.63%;6.42%;12.05%;0.06%
2023-03-21;8900;APV;3.32%;0.66%;6.63%;12.33%;0.09%
2023-03-22;8900;APV;3.03%;0.58%;7.40%;12.43%;-0.07%
2023-03-23;8900;APV;2.77%;0.56%;7.83%;12.59%;-0.05%
2023-03-24;8900;APV;2.94%;1.01%;8.32%;13.42%;0.43%
2023-03-25;8900;APV;2.92%;0.99%;8.29%;13.96%;0.43%
2023-03-26;8900;APV;2.89%;1.01%;9.23%;13.95%;0.43%
2023-03-27;8900;APV;2.36%;0.74%;9.55%;13.65%;0.18%
2023-03-28;8900;APV;2.11%;0.36%;10.09%;14.27%;0.03%
2023-03-29;8900;APV;2.26%;0.43%;10.60%;13.95%;0.18%
2023-03-30;8900;APV;2.56%;0.47%;10.74%;13.36%;0.47%
2023-03-31;8900;APV;2.85%;0.73%;11.06%;13.33%;0.76%
2023-04-01;8900;APV;3.32%;0.71%;11.02%;13.08%;0.76%
2023-04-02;8900;APV;3.61%;0.68%;10.99%;13.08%;0.76%
2023-04-03;8900;APV;3.76%;1.26%;11.08%;13.51%;1.16%
2023-04-04;8900;APV;3.70%;1.27%;11.06%;13.21%;1.13%
2023-04-05;8900;APV;3.54%;1.59%;11.23%;13.02%;1.00%
2023-04-06;8900;APV;4.10%;1.83%;12.00%;13.79%;1.43%
2023-04-07;8900;APV;4.20%;1.81%;12.10%;13.69%;1.43%
2023-04-08;8900;APV;3.97%;1.78%;12.07%;13.20%;1.44%
2023-04-09;8900;APV;4.20%;1.74%;12.03%;13.19%;1.44%
2023-04-10;8900;APV;3.53%;1.29%;11.70%;12.83%;1.17%
2023-04-11;8900;APV;3.18%;0.55%;11.46%;12.73%;0.82%
2023-04-12;8900;APV;2.75%;-0.06%;10.53%;12.72%;0.41%
2023-04-13;8900;APV;1.28%;0.41%;10.24%;12.57%;0.60%
2023-04-14;8900;APV;1.68%;0.49%;10.17%;12.25%;0.70%
2023-04-15;8900;APV;1.22%;0.51%;10.18%;12.24%;0.73%
2023-04-16;8900;APV;1.14%;0.91%;10.19%;12.22%;0.76%
2023-04-17;8900;APV;0.68%;0.88%;9.34%;11.95%;0.56%
2023-04-18;8900;APV;0.51%;0.75%;9.22%;12.21%;0.40%
2023-04-19;8900;APV;0.09%;0.39%;9.59%;11.32%;-0.02%
2023-04-20;8900;APV;-0.06%;0.67%;9.65%;11.08%;0.00%
2023-04-21;8900;APV;-0.24%;0.51%;9.30%;11.29%;-0.15%
2023-04-22;8900;APV;-0.05%;0.52%;9.31%;11.35%;-0.12%
2023-04-23;8900;APV;-0.04%;0.22%;9.32%;11.34%;-0.09%
2023-04-24;8900;APV;-0.67%;0.10%;9.15%;11.11%;-0.25%
2023-04-25;8900;APV;-0.41%;0.39%;9.03%;11.71%;0.02%
2023-04-26;8900;APV;-0.41%;0.23%;8.43%;12.26%;0.02%
2023-04-27;8900;APV;-0.15%;0.22%;8.13%;11.93%;0.02%
2023-04-28;8900;APV;0.21%;0.43%;8.55%;11.47%;0.25%
2023-04-29;8900;APV;0.10%;0.45%;8.56%;11.49%;0.28%
2023-04-30;8900;APV;-0.17%;0.66%;8.56%;11.48%;0.31%
2023-05-01;8900;APV;-0.42%;1.58%;8.54%;11.46%;0.33%
2023-05-02;8900;APV;-0.42%;1.41%;8.51%;11.54%;0.34%
2023-05-03;8900;APV;-0.78%;1.57%;8.52%;11.60%;0.37%
2023-05-04;8900;APV;-0.80%;1.52%;8.06%;11.37%;0.32%
2023-05-05;8900;APV;-0.67%;1.50%;8.03%;11.90%;0.32%
2023-05-06;8900;APV;-1.07%;2.01%;8.04%;12.66%;0.35%
2023-05-07;8900;APV;-1.04%;2.16%;7.35%;12.64%;0.38%
2023-05-08;8900;APV;-0.97%;2.49%;6.05%;12.67%;0.45%
2023-05-09;8900;APV;-1.26%;2.23%;4.83%;13.25%;0.17%
2023-05-10;8900;APV;-1.03%;2.44%;3.38%;13.59%;0.12%
2023-05-11;8900;APV;-0.59%;2.52%;2.88%;13.48%;0.22%
2023-05-12;8900;APV;-0.45%;2.22%;2.59%;12.67%;-0.04%
2023-05-13;8900;APV;-0.63%;2.47%;2.59%;12.18%;-0.03%
2023-05-14;8900;APV;-0.71%;2.71%;2.04%;12.16%;-0.02%
2023-05-15;8900;APV;-1.02%;2.57%;0.22%;11.81%;-0.30%
2023-05-16;8900;APV;-0.97%;2.65%;0.06%;11.77%;-0.22%
2023-05-17;8900;APV;-0.58%;3.14%;1.14%;11.50%;-0.03%
2023-05-18;8900;APV;-0.45%;3.08%;1.24%;11.69%;-0.06%
2023-05-19;8900;APV;-0.06%;3.03%;1.20%;11.45%;-0.08%
2023-05-20;8900;APV;-0.07%;2.72%;1.19%;11.13%;-0.07%
2023-05-21;8900;APV;0.09%;3.16%;0.73%;11.11%;-0.06%
2023-05-22;8900;APV;0.00%;2.98%;0.29%;11.01%;-0.12%
2023-05-23;8900;APV;-0.32%;2.40%;0.30%;10.02%;-0.41%
2023-05-24;8900;APV;-0.16%;2.09%;0.19%;9.77%;-0.41%
2023-05-25;8900;APV;-0.69%;1.79%;-0.03%;9.31%;-0.67%
2023-05-26;8900;APV;-0.88%;1.57%;-0.24%;9.16%;-0.86%
2023-05-27;8900;APV;-0.87%;1.31%;-0.24%;8.84%;-0.85%
2023-05-28;8900;APV;-1.08%;1.22%;-0.07%;8.82%;-0.84%
2023-05-29;8900;APV;-1.07%;1.26%;-0.21%;8.83%;-0.80%
2023-05-30;8900;APV;-1.15%;1.21%;-0.20%;8.48%;-0.85%
2023-05-31;8900;APV;-0.93%;1.44%;0.02%;8.70%;-0.63%
2023-06-01;8900;APV;-0.73%;2.13%;-0.26%;9.07%;-0.40%
2023-06-02;8900;APV;-0.52%;2.63%;-0.73%;9.28%;-0.19%
2023-06-03;8900;APV;-0.55%;2.38%;-0.73%;9.44%;-0.18%
2023-06-04;8900;APV;-0.49%;2.37%;-0.74%;9.42%;-0.17%
2023-06-05;8900;APV;-0.31%;2.53%;-0.67%;9.58%;0.01%
2023-06-06;8900;APV;-0.20%;2.78%;-0.09%;9.73%;0.15%
2023-06-07;8900;APV;-0.14%;2.98%;0.45%;9.66%;0.24%
2023-06-08;8900;APV;-0.37%;2.58%;0.27%;10.05%;0.08%
2023-06-09;8900;APV;0.03%;2.93%;0.36%;10.54%;0.20%
2023-06-10;8900;APV;0.08%;2.55%;0.34%;10.94%;0.20%
2023-06-11;8900;APV;-0.01%;2.55%;0.33%;10.92%;0.21%
2023-06-12;8900;APV;0.48%;2.79%;0.78%;11.14%;0.44%
2023-06-13;8900;APV;0.53%;1.17%;0.61%;11.90%;0.50%
2023-06-14;8900;APV;0.51%;1.48%;0.61%;12.28%;0.49%
2023-06-15;8900;APV;1.13%;1.32%;1.00%;11.95%;0.82%
2023-06-16;8900;APV;1.16%;1.32%;1.24%;11.83%;0.93%
2023-06-17;8900;APV;0.97%;1.06%;1.22%;11.41%;0.94%
2023-06-18;8900;APV;1.01%;1.06%;1.20%;11.38%;0.95%
2023-06-19;8900;APV;1.02%;1.05%;1.37%;11.34%;0.94%
2023-06-20;8900;APV;1.44%;1.31%;1.95%;11.43%;1.37%
2023-06-21;8900;APV;1.44%;1.28%;1.95%;11.40%;1.38%
2023-06-22;8900;APV;1.54%;1.49%;2.08%;10.54%;1.42%
2023-06-23;8900;APV;1.70%;1.34%;1.90%;9.74%;1.29%
2023-06-24;8900;APV;1.71%;0.86%;1.88%;9.33%;1.29%
2023-06-25;8900;APV;1.98%;0.87%;1.86%;9.30%;1.30%
2023-06-26;8900;APV;2.19%;0.87%;1.89%;9.28%;1.31%
2023-06-27;8900;APV;2.06%;1.01%;1.76%;9.12%;1.19%
2023-06-28;8900;APV;1.96%;1.07%;1.43%;9.55%;1.10%
2023-06-29;8900;APV;1.70%;0.71%;1.14%;9.29%;0.88%
2023-06-30;8900;APV;1.86%;0.52%;1.00%;9.06%;1.00%
2023-07-01;8900;APV;1.41%;0.24%;0.95%;8.65%;1.01%
2023-07-02;8900;APV;1.20%;0.25%;0.93%;8.63%;1.01%
2023-07-03;8900;APV;1.28%;-0.06%;1.20%;8.69%;1.10%
2023-07-04;8900;APV;1.19%;-0.11%;1.16%;8.56%;1.02%
2023-07-05;8900;APV;0.70%;-0.29%;1.30%;7.75%;0.71%
2023-07-06;8900;APV;0.45%;-0.82%;0.99%;7.29%;0.60%
2023-07-07;8900;APV;0.18%;-1.00%;0.79%;6.90%;0.42%
2023-07-08;8900;APV;0.34%;-1.00%;0.77%;7.22%;0.43%
2023-07-09;8900;APV;0.24%;-0.99%;0.73%;7.20%;0.43%
2023-07-10;8900;APV;0.30%;-0.65%;0.63%;7.25%;0.51%
2023-07-11;8900;APV;-0.08%;-0.69%;-0.14%;7.17%;0.13%
2023-07-12;8900;APV;-0.43%;-0.40%;-0.46%;7.38%;0.01%
2023-07-13;8900;APV;-0.06%;-0.17%;0.24%;7.86%;0.43%
2023-07-14;8900;APV;0.08%;-0.12%;0.37%;7.81%;0.58%
2023-07-15;8900;APV;-0.24%;-0.15%;0.36%;7.71%;0.58%
2023-07-16;8900;APV;-0.35%;-0.18%;0.73%;7.69%;0.58%
2023-07-17;8900;APV;-0.01%;0.37%;1.25%;8.03%;0.93%
2023-07-18;8900;APV;-0.08%;0.47%;1.22%;7.58%;0.87%
2023-07-19;8900;APV;0.00%;0.96%;1.35%;7.51%;0.94%
2023-07-20;8900;APV;-0.42%;0.94%;1.62%;7.52%;0.94%
2023-07-21;8900;APV;-0.67%;0.85%;1.36%;7.41%;0.70%
2023-07-22;8900;APV;-0.71%;0.82%;1.35%;7.30%;0.70%
2023-07-23;8900;APV;-0.58%;0.79%;1.01%;7.28%;0.70%
2023-07-24;8900;APV;-0.53%;1.00%;1.10%;7.31%;0.75%
2023-07-25;8900;APV;-0.24%;1.04%;1.43%;7.59%;1.06%
2023-07-26;8900;APV;-0.31%;0.98%;1.21%;7.63%;0.99%
2023-07-27;8900;APV;-0.33%;0.84%;1.05%;7.50%;0.86%
2023-07-28;8900;APV;-0.12%;0.74%;1.17%;7.31%;0.99%
2023-07-29;8900;APV;0.10%;0.71%;1.16%;7.22%;0.99%
2023-07-30;8900;APV;-0.01%;0.68%;1.35%;7.19%;0.99%
2023-07-31;8900;APV;0.78%;1.47%;2.87%;8.01%;1.78%
2023-01-31;8994;APV;-0.19%;-0.67%;-3.33%;-1.38%;-0.19%
2023-02-01;8994;APV;-0.76%;-1.24%;-3.49%;-2.14%;-0.75%
2023-02-02;8994;APV;-1.04%;-1.87%;-3.39%;-2.81%;-1.02%
2023-02-03;8994;APV;-0.51%;-2.45%;-4.20%;-3.35%;-1.28%
2023-02-04;8994;APV;-0.91%;-2.22%;-4.28%;-3.72%;-1.27%
2023-02-05;8994;APV;-0.98%;-2.22%;-4.78%;-3.72%;-1.27%
2023-02-06;8994;APV;-1.05%;-1.88%;-4.45%;-3.38%;-0.92%
2023-02-07;8994;APV;-1.26%;-1.52%;-4.65%;-3.73%;-1.12%
2023-02-08;8994;APV;-1.71%;-1.82%;-4.99%;-4.07%;-1.57%
2023-02-09;8994;APV;-1.52%;-1.30%;-4.61%;-4.25%;-1.61%
2023-02-10;8994;APV;-1.35%;-1.49%;-4.43%;-3.01%;-1.50%
2023-02-11;8994;APV;-1.43%;-1.83%;-4.17%;-3.05%;-1.50%
2023-02-12;8994;APV;-1.65%;-1.83%;-4.65%;-3.05%;-1.49%
2023-02-13;8994;APV;-2.12%;-2.14%;-4.96%;-3.35%;-1.79%
2023-02-14;8994;APV;-2.64%;-3.37%;-5.47%;-3.83%;-2.32%
2023-02-15;8994;APV;-2.53%;-3.23%;-5.36%;-3.29%;-2.20%
2023-02-16;8994;APV;-2.17%;-3.40%;-5.24%;-3.20%;-2.18%
2023-02-17;8994;APV;-2.60%;-4.54%;-6.05%;-3.38%;-2.53%
2023-02-18;8994;APV;-2.04%;-5.07%;-7.10%;-2.92%;-2.52%
2023-02-19;8994;APV;-2.98%;-5.07%;-7.96%;-2.93%;-2.51%
2023-02-20;8994;APV;-2.66%;-5.10%;-7.99%;-2.96%;-2.54%
2023-02-21;8994;APV;-2.91%;-6.45%;-8.23%;-3.46%;-2.79%
2023-02-22;8994;APV;-3.02%;-6.31%;-7.90%;-3.02%;-2.89%
2023-02-23;8994;APV;-2.21%;-5.42%;-6.58%;-1.62%;-2.39%
2023-02-24;8994;APV;-1.48%;-4.67%;-5.53%;-1.73%;-1.94%
2023-02-25;8994;APV;-1.62%;-4.64%;-5.73%;-1.69%;-1.94%
2023-02-26;8994;APV;-1.75%;-4.64%;-5.07%;-1.69%;-1.93%
2023-02-27;8994;APV;-0.92%;-3.72%;-4.16%;-0.74%;-0.98%
2023-02-28;8994;APV;-1.11%;-3.64%;-4.34%;-0.41%;-1.17%
2023-03-01;8994;APV;-1.42%;-4.55%;-3.75%;-1.72%;-2.16%
2023-03-02;8994;APV;-1.33%;-4.63%;-3.55%;-2.02%;-2.34%
2023-03-03;8994;APV;-0.82%;-4.39%;-3.31%;-1.52%;-2.08%
2023-03-04;8994;APV;-0.82%;-4.39%;-3.31%;-1.77%;-2.08%
2023-03-05;8994;APV;-0.81%;-3.94%;-2.62%;-1.77%;-2.07%
2023-03-06;8994;APV;-1.46%;-3.94%;-3.37%;-2.08%;-2.37%
2023-03-07;8994;APV;-2.04%;-4.46%;-3.90%;-2.38%;-3.14%
2023-03-08;8994;APV;-1.18%;-4.06%;-3.26%;-1.32%;-2.73%
2023-03-09;8994;APV;-1.36%;-3.07%;-4.25%;-1.34%;-2.95%
2023-03-10;8994;APV;-1.98%;-3.58%;-4.76%;-1.98%;-3.46%
2023-03-11;8994;APV;-1.99%;-3.59%;-4.76%;-1.65%;-3.45%
2023-03-12;8994;APV;-1.99%;-3.45%;-5.83%;-1.65%;-3.45%
2023-03-13;8994;APV;-1.07%;-3.16%;-5.08%;-1.04%;-2.85%
2023-03-14;8994;APV;-0.91%;-3.82%;-5.77%;-1.04%;-3.21%
2023-03-15;8994;APV;-0.25%;-3.37%;-4.84%;-0.10%;-2.44%
2023-03-16;8994;APV;0.30%;-3.20%;-4.30%;0.54%;-1.89%
2023-03-17;8994;APV;1.12%;-2.76%;-3.87%;-0.01%;-1.44%
2023-03-18;8994;APV;1.11%;-2.76%;-3.87%;-0.62%;-1.44%
2023-03-19;8994;APV;1.11%;-2.60%;-3.88%;-0.62%;-1.43%
2023-03-20;8994;APV;0.72%;-3.52%;-3.88%;-1.03%;-1.84%
2023-03-21;8994;APV;1.06%;-3.05%;-3.97%;-0.85%;-1.76%
2023-03-22;8994;APV;1.30%;-1.99%;-3.60%;-0.32%;-1.63%
2023-03-23;8994;APV;0.09%;-3.46%;-4.32%;-1.28%;-2.30%
2023-03-24;8994;APV;0.04%;-3.07%;-3.94%;-0.79%;-1.90%
2023-03-25;8994;APV;0.04%;-3.08%;-3.94%;-0.62%;-1.90%
2023-03-26;8994;APV;0.03%;-3.17%;-3.79%;-0.62%;-1.90%
2023-03-27;8994;APV;-1.24%;-3.20%;-3.45%;-0.93%;-2.21%
2023-03-28;8994;APV;-1.31%;-2.11%;-3.55%;-0.53%;-2.46%
2023-03-29;8994;APV;-1.43%;-2.96%;-2.96%;-1.03%;-2.58%
2023-03-30;8994;APV;-1.19%;-2.34%;-2.37%;-1.70%;-2.34%
2023-03-31;8994;APV;-0.71%;-1.87%;-1.90%;-1.37%;-1.87%
2023-04-01;8994;APV;0.31%;-1.87%;-1.91%;-1.10%;-1.86%
2023-04-02;8994;APV;0.49%;-1.88%;-1.91%;-1.10%;-1.86%
2023-04-03;8994;APV;1.23%;-0.11%;-1.65%;-0.12%;-0.88%
2023-04-04;8994;APV;1.83%;0.08%;-0.70%;0.31%;-0.29%
2023-04-05;8994;APV;1.66%;-0.16%;-1.24%;0.37%;-0.44%
2023-04-06;8994;APV;2.23%;-0.32%;-1.23%;0.27%;-0.19%
2023-04-07;8994;APV;3.05%;-0.33%;-0.67%;-0.25%;-0.19%
2023-04-08;8994;APV;2.62%;-0.33%;-0.68%;-0.48%;-0.19%
2023-04-09;8994;APV;2.85%;-0.09%;-0.68%;-0.48%;-0.19%
2023-04-10;8994;APV;3.60%;0.17%;-0.48%;-0.28%;0.02%
2023-04-11;8994;APV;3.42%;-0.08%;0.88%;-0.19%;-0.15%
2023-04-12;8994;APV;3.21%;-0.51%;1.16%;0.31%;-0.35%
2023-04-13;8994;APV;2.42%;-0.82%;0.31%;0.05%;-0.49%
2023-04-14;8994;APV;2.78%;-0.85%;0.50%;-0.52%;-0.52%
2023-04-15;8994;APV;1.98%;-0.85%;0.50%;-0.52%;-0.51%
2023-04-16;8994;APV;1.41%;-0.49%;0.50%;-0.53%;-0.51%
2023-04-17;8994;APV;1.09%;-0.44%;-0.99%;-0.39%;-0.37%
2023-04-18;8994;APV;0.64%;-0.32%;-2.01%;-0.96%;-0.81%
2023-04-19;8994;APV;0.24%;-1.67%;-2.49%;-1.05%;-1.20%
2023-04-20;8994;APV;0.41%;-1.56%;-2.10%;-1.37%;-1.44%
2023-04-21;8994;APV;0.27%;-1.62%;-3.09%;-1.03%;-1.49%
2023-04-22;8994;APV;0.14%;-1.62%;-3.09%;-1.19%;-1.49%
2023-04-23;8994;APV;0.84%;-1.30%;-3.09%;-1.20%;-1.48%
2023-04-24;8994;APV;1.68%;0.21%;-1.96%;0.02%;-0.26%
2023-04-25;8994;APV;1.57%;-0.04%;-1.87%;-0.49%;-0.36%
2023-04-26;8994;APV;0.95%;-0.78%;-1.80%;-0.50%;-0.97%
2023-04-27;8994;APV;1.43%;-0.74%;-1.54%;-0.26%;-0.81%
2023-04-28;8994;APV;1.99%;-0.46%;-0.99%;-0.73%;-0.52%
2023-04-29;8994;APV;2.12%;-0.46%;-0.99%;-0.27%;-0.51%
2023-04-30;8994;APV;1.87%;-0.53%;-0.99%;-0.28%;-0.51%
2023-05-01;8994;APV;1.39%;0.25%;-1.00%;-0.28%;-0.50%
2023-05-02;8994;APV;1.26%;0.41%;-1.47%;-0.46%;-0.62%
2023-05-03;8994;APV;0.36%;0.76%;-1.71%;-0.49%;-0.53%
2023-05-04;8994;APV;-0.54%;0.45%;-1.77%;-1.55%;-0.83%
2023-05-05;8994;APV;-0.18%;0.66%;-1.58%;-0.87%;-0.62%
2023-05-06;8994;APV;-0.42%;0.31%;-1.58%;0.01%;-0.62%
2023-05-07;8994;APV;-0.42%;0.52%;-1.01%;0.01%;-0.61%
2023-05-08;8994;APV;-0.55%;0.84%;-1.00%;-0.13%;-0.74%
2023-05-09;8994;APV;-0.62%;0.82%;-0.49%;0.30%;-0.81%
2023-05-10;8994;APV;-0.73%;0.80%;-0.70%;0.57%;-0.71%
2023-05-11;8994;APV;0.06%;1.43%;-0.43%;1.43%;-0.09%
2023-05-12;8994;APV;-0.41%;0.74%;-1.10%;0.44%;-0.76%
2023-05-13;8994;APV;-0.27%;1.06%;-1.10%;0.25%;-0.76%
2023-05-14;8994;APV;-0.23%;1.60%;-1.82%;0.25%;-0.75%
2023-05-15;8994;APV;-0.38%;1.34%;-1.94%;0.11%;-0.89%
2023-05-16;8994;APV;-0.04%;1.66%;-1.79%;0.33%;-0.55%
2023-05-17;8994;APV;0.06%;2.27%;-2.37%;0.32%;-0.31%
2023-05-18;8994;APV;0.33%;2.09%;-3.09%;0.52%;-0.48%
2023-05-19;8994;APV;0.75%;2.10%;-3.07%;0.91%;-0.46%
2023-05-20;8994;APV;0.99%;2.13%;-3.07%;1.25%;-0.46%
2023-05-21;8994;APV;1.06%;2.40%;-4.20%;1.25%;-0.45%
2023-05-22;8994;APV;1.35%;2.81%;-3.67%;1.54%;-0.16%
2023-05-23;8994;APV;1.28%;2.22%;-3.33%;1.09%;-0.23%
2023-05-24;8994;APV;0.05%;1.77%;-2.98%;0.71%;-0.21%
2023-05-25;8994;APV;-0.11%;1.50%;-3.22%;0.17%;-0.47%
2023-05-26;8994;APV;0.49%;1.48%;-3.23%;0.02%;-0.48%
2023-05-27;8994;APV;0.34%;0.51%;-3.23%;-0.32%;-0.48%
2023-05-28;8994;APV;0.05%;0.70%;-2.97%;-0.32%;-0.47%
2023-05-29;8994;APV;-0.08%;0.58%;-2.76%;-0.44%;-0.59%
2023-05-30;8994;APV;0.05%;0.71%;-2.82%;-0.79%;-0.46%
2023-05-31;8994;APV;0.18%;0.84%;-2.70%;-0.47%;-0.33%
2023-06-01;8994;APV;0.35%;2.06%;-2.58%;-0.24%;-0.15%
2023-06-02;8994;APV;0.72%;2.49%;-2.25%;0.35%;0.10%
2023-06-03;8994;APV;0.63%;2.23%;-2.25%;0.64%;0.10%
2023-06-04;8994;APV;0.94%;2.23%;-2.26%;0.64%;0.10%
2023-06-05;8994;APV;0.97%;2.47%;-1.57%;0.87%;0.34%
2023-06-06;8994;APV;1.35%;3.17%;-0.90%;1.18%;0.73%
2023-06-07;8994;APV;1.04%;3.68%;-0.94%;0.12%;0.42%
2023-06-08;8994;APV;1.13%;3.21%;-0.98%;0.81%;0.38%
2023-06-09;8994;APV;1.24%;3.47%;0.29%;0.81%;0.42%
2023-06-10;8994;APV;1.15%;4.02%;0.29%;1.12%;0.42%
2023-06-11;8994;APV;0.51%;4.02%;0.28%;1.11%;0.43%
2023-06-12;8994;APV;2.54%;5.40%;1.76%;2.45%;1.76%
2023-06-13;8994;APV;2.55%;4.75%;1.44%;2.73%;1.77%
2023-06-14;8994;APV;2.51%;5.11%;1.10%;3.25%;1.74%
2023-06-15;8994;APV;2.95%;4.59%;1.07%;3.10%;2.04%
2023-06-16;8994;APV;2.39%;3.78%;0.46%;3.12%;1.82%
2023-06-17;8994;APV;2.14%;3.31%;0.46%;3.12%;1.82%
2023-06-18;8994;APV;2.32%;3.31%;0.45%;3.12%;1.83%
2023-06-19;8994;APV;2.53%;3.54%;0.86%;3.35%;2.06%
2023-06-20;8994;APV;2.78%;4.23%;0.56%;3.35%;2.31%
2023-06-21;8994;APV;2.78%;4.14%;0.97%;3.35%;2.32%
2023-06-22;8994;APV;2.43%;3.97%;1.90%;2.69%;2.27%
2023-06-23;8994;APV;2.52%;4.70%;1.08%;2.19%;2.29%
2023-06-24;8994;APV;2.51%;4.28%;1.07%;0.94%;2.29%
2023-06-25;8994;APV;2.78%;4.28%;1.07%;0.94%;2.30%
2023-06-26;8994;APV;2.79%;4.28%;0.98%;0.94%;2.30%
2023-06-27;8994;APV;2.22%;4.04%;0.71%;0.38%;1.74%
2023-06-28;8994;APV;2.20%;4.28%;2.09%;0.66%;1.72%
2023-06-29;8994;APV;2.36%;4.45%;1.36%;0.11%;1.76%
2023-06-30;8994;APV;2.59%;4.57%;2.12%;-0.08%;2.12%
2023-07-01;8994;APV;2.28%;4.06%;2.11%;-0.38%;2.12%
2023-07-02;8994;APV;2.03%;4.06%;2.11%;-0.38%;2.13%
2023-07-03;8994;APV;2.16%;3.17%;3.05%;-0.25%;2.26%
2023-07-04;8994;APV;1.97%;2.37%;2.45%;-0.03%;2.07%
2023-07-05;8994;APV;1.56%;2.36%;2.20%;-1.03%;1.91%
